passID,en_passName,de_passName,passPriceAdult,en_passAffiliateLink,de_passAffiliateLink,passImageLink,,,,,,PHOTO OF PASS
,,,,,,,,,,,,
gocity-flex--2,GoCity Flex Pass for 2 Attractions ,GoCity Flex Pass für 2 Attraktionen ,$89 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fde%2Fnew-york%2Fpasses%2Fexplorer,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-flex--3,GoCity Flex Pass for 3 Attractions ,GoCity Flex Pass für 3 Attraktionen ,$119 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fde%2Fnew-york%2Fpasses%2Fexplorer,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-flex--4,GoCity Flex Pass for 4 Attractions ,GoCity Flex Pass für 4 Attraktionen ,$154 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-flex--5,GoCity Flex Pass for 5 Attractions ,GoCity Flex Pass für 5 Attraktionen ,$179 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fde%2Fnew-york%2Fpasses%2Fexplorer,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-flex--6,GoCity Flex Pass for 6 Attractions   ,GoCity Flex Pass für 6 Attraktionen ,$199 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-flex--7,GoCity Flex Pass for 7 Attractions  ,GoCity Flex Pass für 7 Attraktionen ,$224 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-flex--10,GoCity Flex Pass for 10 Attractions  ,GoCity Flex Pass für 10 Attraktionen ,$299 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fexplorer,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
gocity-day--1,GoCity Day Pass for 1 Days,GoCity Day Pass für 1 Tag ,$164 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-day--2,GoCity Day Pass for 2 Days,GoCity Day Pass für 2 Tage,$224 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-day--3,GoCity Day Pass for 3 Days,GoCity Day Pass für 3 Tage,$274 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-day--4,GoCity Day Pass for 4 Days,GoCity Day Pass für 4 Tage,$314 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-day--5,GoCity Day Pass for 5 Days,GoCity Day Pass für 5 Tage,$344 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-day--7,GoCity Day Pass for 7 Days,GoCity Day Pass für 7 Tage,$394 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
gocity-day--10,GoCity Day Pass for 10 Days,GoCity Day Pass für 10 Tage,$414 ,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://prf.hn/click/camref:1011lwjSA/pubref:passprofi/destination:https%3A%2F%2Fgocity.com%2Fen%2Fnew-york%2Fpasses%2Fall-inclusive,https://nycliebe.de/wp-content/uploads/2025/04/gocitypass.png,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sightseeing-pass-flex--2,Sightseeing Flex Pass for 2 Attractions,Sightseeing Flex Pass für 2 Attraktionen,$95 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex--3,Sightseeing Flex Pass for 3 Attractions,Sightseeing Flex Pass für 3 Attraktionen,$125 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex--4,Sightseeing Flex Pass for 4 Attractions,Sightseeing Flex Pass für 4 Attraktionen,$159 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex--5,Sightseeing Flex Pass for 5 Attractions,Sightseeing Flex Pass für 5 Attraktionen,$185 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex--6,Sightseeing Flex Pass for 6 Attractions,Sightseeing Flex Pass für 6 Attraktionen,$199 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex--7,Sightseeing Flex Pass for 7 Attractions,Sightseeing Flex Pass für 7 Attraktionen,$229 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex--10,Sightseeing Flex Pass for 10 Attractions,Sightseeing Flex Pass für 10 Attraktionen,$299 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex--12,Sightseeing Flex Pass for 12 Attractions,Sightseeing Flex Pass für 12 Attraktionen,$330 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sightseeing-pass-day--1,Sightseeing Day Pass for 1 Day,Sightseeing Day Pass für 1 Tag,$169 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-day--2,Sightseeing Day Pass for 2 Days,Sightseeing Day Pass für 2 Tage,$229 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-day--3,Sightseeing Day Pass for 3 Days,Sightseeing Day Pass für 3 Tage,$279 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-day--4,Sightseeing Day Pass for 4 Days,Sightseeing Day Pass für 4 Tage,$319 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-day--5,Sightseeing Day Pass for 5 Days,Sightseeing Day Pass für 5 Tage,$349 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-day--6,Sightseeing Day Pass for 6 Days,Sightseeing Day Pass für 6 Tage,$379 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-day--7,Sightseeing Day Pass for 7 Days,Sightseeing Day Pass für 7 Tage,$399 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-day--10,Sightseeing Day Pass for 10 Days,Sightseeing Day Pass für 10 Tage,$429 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sightseeing-pass-flex-economy--2,Sightseeing Economy Flex Pass for 2 Attractions,Sightseeing Economy Flex Pass für 2 Attraktionen,$59 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex-economy--3,Sightseeing Economy  Flex Pass for 3 Attractions,Sightseeing Economy Flex Pass für 3 Attraktionen,$84 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex-economy--4,Sightseeing Economy  Flex Pass for 4 Attractions,Sightseeing Economy Flex Pass für 4 Attraktionen,$109 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex-economy--5,Sightseeing Economy  Flex Pass for 5 Attractions,Sightseeing Economy Flex Pass für 5 Attraktionen,$134 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-flex-economy--6,Sightseeing Economy  Flex Pass for 6 Attractions,Sightseeing Economy Flex Pass für 6 Attraktionen,$149 ,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://www.anrdoezrs.net/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fflex-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sightseeing-pass-day-economy--1,Sightseeing Economy Day Pass for 1 Day,Sightseeing Economy Day Pass für 1 Tag,$105 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-day-economy--2,Sightseeing Economy Day Pass for 2 Days,Sightseeing Economy Day Pass für 2 Tage,$155 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
sightseeing-pass-day-economy--3,Sightseeing Economy Day Pass for 3 Days,Sightseeing Economy Day Pass für 3 Tage,$189 ,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://www.tkqlhce.com/click-100730726-13221135?sid=passprofi&url=https%3A%2F%2Fwww.sightseeingpass.com%2Fde%2Fnew-york%2Fday-pass%2Fprices,https://nycliebe.de/wp-content/uploads/2025/04/sightseeingpass.png,,,,,,
